DateTime,Numero di insetti,Nuove catture (per evento),Media Temperatura,Media Umidità
2024-07-11 03:00:00,0.0,0.0,26.166521739130438,56.06173913043479
2024-07-12 03:03:00,0.0,0.0,26.166521739130438,56.06173913043479
2024-07-13 03:03:00,0.0,0.0,26.557916666666667,57.27375
2024-07-14 03:01:00,0.0,0.0,25.907916666666665,67.64208333333333
2024-07-15 03:05:00,0.0,0.0,26.427083333333332,67.36749999999999
2024-07-16 03:04:00,0.0,0.0,27.31125,56.81166666666667
2024-07-17 03:03:00,0.0,0.0,26.4675,56.23916666666667
2024-07-18 03:02:00,0.0,0.0,27.429583333333337,55.755833333333335
2024-07-19 03:04:00,1.0,1.0,26.8575,53.35999999999999
2024-07-20 03:03:00,2.0,1.0,27.887083333333333,54.50333333333333
2024-07-21 03:02:00,2.0,0.0,26.8175,63.388749999999995
2024-07-22 03:00:00,2.0,0.0,27.058333333333334,65.7675
2024-07-23 03:01:00,2.0,0.0,25.66541666666667,69.78041666666667
2024-07-24 03:02:00,1.0,1.0,27.094166666666666,64.54458333333334
2024-07-25 03:03:00,1.0,1.0,28.080416666666665,61.77
2024-07-26 03:02:00,1.0,0.0,28.672916666666666,58.13458333333333
2024-07-27 03:01:00,1.0,0.0,27.898750000000003,65.34041666666667
2024-07-28 03:00:00,0.0,0.0,27.556250000000002,63.17291666666667
2024-07-29 03:00:00,0.0,0.0,27.363333333333333,57.79541666666666
2024-07-30 03:04:00,0.0,0.0,28.668333333333333,52.10166666666667
2024-07-31 03:03:00,0.0,0.0,30.486666666666668,45.98291666666666
2024-08-01 03:01:00,0.0,0.0,29.879583333333333,51.842083333333335
2024-08-02 03:00:00,0.0,0.0,28.26125,53.047083333333326
2024-08-03 03:00:00,0.0,0.0,28.03,67.69958333333334
2024-08-04 03:01:00,0.0,0.0,27.531666666666666,72.16208333333334
2024-08-05 03:00:00,0.0,0.0,27.524583333333336,63.774166666666666
2024-08-06 03:04:00,0.0,0.0,28.545,56.64958333333333
2024-08-07 03:02:00,0.0,0.0,27.488333333333333,63.9725
2024-08-08 03:01:00,0.0,0.0,27.0775,63.23
2024-08-09 03:04:00,0.0,0.0,26.996666666666666,62.45458333333334
2024-08-10 03:00:00,0.0,0.0,28.22083333333333,62.897083333333335
2024-08-11 03:04:00,0.0,0.0,30.0825,50.50375
2024-08-12 03:03:00,0.0,0.0,30.19333333333333,56.13791666666666
2024-08-13 03:01:00,0.0,0.0,30.22208333333333,52.59791666666666
2024-08-14 03:00:00,0.0,0.0,29.372083333333332,49.737500000000004
2024-08-15 03:04:00,0.0,0.0,28.302916666666665,62.72125
2024-08-16 03:03:00,0.0,0.0,26.493750000000002,63.1325
2024-08-17 03:02:00,0.0,0.0,27.765833333333333,60.786249999999995
2024-08-18 03:01:00,0.0,0.0,27.690833333333334,62.14791666666667
2024-08-19 03:01:00,0.0,0.0,23.772916666666664,80.09791666666666
2024-08-20 03:00:00,0.0,0.0,23.272499999999997,74.24708333333334
2024-08-21 03:04:00,0.0,0.0,24.450833333333335,71.57458333333334
2024-08-22 03:03:00,0.0,0.0,26.118333333333336,69.18458333333334
2024-08-23 03:03:00,1.0,1.0,27.017916666666668,63.955000000000005
